Position,Bill,LastName,FirstName,Role,Organization,City,State
Against,SB 258,Zubay,Erick,,Self,Austin,TX
On,SB 258,Bussey,Faith,,Self,Arlington,TX
On,SB 258,Robbins,Jill,,Republican Delegates at the State Convention,Holland,TX
On,SB 258,Sellers,Ashley,,Self; Abolish Abortion in Texas,Burleson,TX
On,SB 258,Strickland,Kristin,,Self; Abolish Abortion Texas,Temple,TX
On,SB 258,Tutor,Damaris,,,,
On,SB 258,Vanderkaay,Danielle,,Texas Pro-Life Coalition,Conroe,TX
Against,SB 258,Donnelly,Sophia,,Self,Austin,TX
Against,SB 258,Goff,Adrienne,,Self,Austin,TX
Against,SB 258,Lewis,Jill,,Self,Austin,TX
Against,SB 258,Nicholson,Melissa,,Self,Austin,TX
Against,SB 258,Rubino,Jessica,Dr.,Physicians for Reproductive Health,Austin,TX
Against,SB 258,Win,Rachel Louise,,Self,Austin,TX
On,SB 258,Chicoine,Julie,Counsel,Texas Hospital Association,Austin,TX
On,SB 258,Romero,Michelle,Advocacy,Texas Medical Association,Austin,TX
For,SB 259,Reed,Charles,Administrator,Dallas County Commissioners Court,Dallas,TX
For,SB 259,Lee,Donald,Director,Texas Conference of Urban Counties,Austin,TX
For,SB 259,Mendez,Mark,Administrator,Tarrant County,Fort Worth,TX
For,SB 259,Pardue,Craig,Strategy,Dallas County,Dallas,TX
For,SB 259,Rodriguez,Jennifer,Consultant,Harris County Commissioners Court,Austin,TX
For,SB 259,Shannon,Melissa,Director,County of Bexar Commissioners Court,San Antonio,TX
Against,SB 260,Erwin,Geoffrey,M.D.,Self; Texas Medical Association,Austin,TX
On,SB 260,Randall,Patrick,Commission,Health and Human Services Commission,Austin,TX
Against,SB 260,Bailey,Jill,Ms.,Self; Refugee Services of Texas,Pflugerville,TX
Against,SB 260,Baron,Catherine,,Self,Austin,TX
Against,SB 260,Blakey,Carla,,Self,Bastrop,TX
Against,SB 260,Burleson,John,Mr,Self; Travis county resistance,Austin,TX
Against,SB 260,Cheng,Ashley,,Self,Austin,TX
Against,SB 260,Crowther,Jake,,Self; Austin Sanctuary Network,Austin,TX
Against,SB 260,Dominguez,Astrid,,ACLU of Texas,Austin,TX
Against,SB 260,Dwyer,Sister JT,,Self; Interfaith Welcome Coalition San Antonio,San Antonio,TX
Against,SB 260,Erickson,Laura,,Self,Austin,TX
Against,SB 260,Fleming,Julie,,Self; Left up to us,Austin,TX
Against,SB 260,Garza,Margaret,Dr.,Self; Interfaith Welcome Coalition,San Antonio,TX
Against,SB 260,Govindaiah,Manoj,,Self; Raices,San antonio,TX
Against,SB 260,Guerra-Cardus,Laura,Director,Self; Children'sDefenseFund of texas,Austin,TX
Against,SB 260,Kauffman,Olga,,Self; Interfaith Welcome Coalition; Raices; RITA,San Antonio,TX
Against,SB 260,Ketner,Mary Grace,,Self,San Antonio,TX
Against,SB 260,Lawrence,Mimi,,Self,Austin,TX
Against,SB 260,Lester,Nancy,,Self,Austin,TX
Against,SB 260,Mesplay,Kent,Dr,Self,Austin,TX
Against,SB 260,Mineo,Sharon,,Self,Austin,TX
Against,SB 260,Morales,Kathy,,Self,Austin,TX
Against,SB 260,Oliver,Matt,,Self,Austin,TX
Against,SB 260,Pendleton,Jo,,Self; Interfaith Welcome Coalition,San Antonio,TX
Against,SB 260,Prado,Ariel,,Self,"Dilley, Texas",TX
Against,SB 260,Schmidt,Lisa,,Self,TX,TX
Against,SB 260,Scott,Glenn,,Self; Left up to Us,Austin,TX
Against,SB 260,Sint,Amy,,Self; Refugee Services of Texas,Austin,TX
On,SB 261,Kimbriel,Todd,egovernment,Dept of information resources,Austin,TX
On,SB 261,Pigott,Ron,,Health and human services commission,Austin,TX
For,SB 262,Medrano,Margarita,Mrs,Self,Austin,TX
On,SB 262,Kimbriel,Todd,egovernment,Department of information resources,Austin,TX
For,SB 263,Holcomb,Terry,,Self; Texas Carry,,
For,SB 263,Tripp,Alice,,Self; Texas State Rifle Association,,
For,SB 263,Mica,Tara,,NRA,,
For,SB 263,Mandry,"Jr., George G.",,Self,New Braunfels,TX
For,SB 263,Tripp,Alice,Director,Texas State Rifle Association,Paige,TX
For,SB 263,Briscoe,Richard,Director,Open Carry Texas,San Antonio,TX
For,SB 263,Holcomb,Terry,Director,Texas Carry,Coldspring,TX
For,SB 264,Holcomb,Terry,,Self; Texas Carry,,
For,SB 264,Jones,Chris (Combined Law Enforcement Associations of Texas,Texas,Combined Law Enforcement Associations of Texas (CLEAT),,
For,SB 264,Landry,Mitch (Texas Municipal Police Association,Association,Texas Municipal Police Association (TMPA),,
For,SB 264,Rodriguez,Jimmy,,San Antonio Police Officers Association,,
For,SB 264,Romero,Andrew,,Austin police associatiom,,
For,SB 264,Smith,Arianna,Texas,Combined Law Enforcement Association of Texas (CLEAT),Austin,TX
For,SB 267,Banda,Jennifer,,Texas Hospital Association,,
For,SB 267,Hawkins,John,Relations,Texas Hospital Association,Austin,TX
For,SB 267,McBeath,Don,Relations,Texas Organization of Rural & Community Hospitals,Austin,TX
On,SB 267,Huss,Jonathan,Commissioner,Dept of State Health Services,Austin,TX
On,SB 267,Waldron,Patrick,compliance,Tx department state health services,"Austin, tx",TX
For,SB 267,Finch,Dan,Affairs,Texas Medical Association,Austin,TX
On,SB 267,Clark,Nancy,CFO,TDI,Austin,TX
On,SB 267,Clayborn,Eugene,Chief,Office of the Attorney General,Austin,TX
On,SB 267,Freshour,Scott,Director,Texas Medical Board,Austin,TX
On,SB 267,Johnson,Steve,Counsel,HHSC Inspector General,Austin,TX
On,SB 267,Weems,Debbie,Services,HHSC Inspector General,Austin,TX
For,SB 275,Henning,Lori,Non-profit,Texas Association of Goodwills,Austin,TX
For,SB 275,Lufburrow,Steve,Houston,Goodwill Houston,Houston,TX
For,SB 275,Macris,Martha,CEO,MAM Memorial Assistance Ministries,,
For,SB 275,Vallejo,Isaac W,paint,Self,,
For,SB 275,Bryant,Christina,,,,
For,SB 275,Dwinell,Dick,Innovest,Self,,
For,SB 275,Freeman,Kathryn,Policy,Texas Baptist Christian Life Commission,Austin,TX
For,SB 275,Hansch,Greg,Illness,National Alliance on Mental Illness (NAMI) Texas,,
For,SB 275,Houston,Joshua,Jason   Nonprofit Director,"Texas Impact) Howell, Jason   Nonprofit Director  (Self",Elgin,TX
For,SB 275,Kimberly,Knox,Rel.,,,
For,SB 275,Kunish,Eric,Illness,National Alliance on Mental Illness (NAMI) Advocacy Austin Chair,,
For,SB 275,Martin,Amanda,Manager,Texas Association of Business,Austin,TX
For,SB 275,Mintz,David,Affairs,Texas Apartment Association,Austin,TX
For,SB 275,Scheberle,Drew,Gyl   Public Policy Director,"The Greater Austin Chamber of Commerce) Switzer, Gyl   Public Policy Director  (Mental Health America of Texas",Austin,TX
For,SB 275,Utzman,Aidan,,United Ways of Texas,Austin,TX
For,SB 275,Williamson,Keith,Bank,Self,College Station,TX
For,SB 275,Wolfe,Steve,N.A.),,,
For,SB 276,Berry,Traci,Superintendent,Goodwill Central Texas,Austin,TX
For,SB 276,Delisi,Ted,President,Excel Center Board of Directors,Austin,TX
For,SB 276,Paniagua,Shirley,Student,Goodwill Excel,Manor,TX
For,SB 276,Carney,Dee,Associate,Texas School Alliance,Austin,TX
For,SB 276,Garcia,Veronica L.,Affairs,Texas Charter Schools Association,Austin,TX
For,SB 276,Gomez,Addie,Director,Texans For Quality Public Charter Schools,Austin,TX
For,SB 276,Goodsheller,Miranda,Manager,Texas Association of Business,Austin,TX
For,SB 276,Grey,John,Specialist,Texas State Teachers Assoc.,Austin,TX
For,SB 276,Spilman,Annie,Director,National Federation of Independent Business/Texas,Austin,TX
For,SB 276,Utzman,Aidan,,United Ways of Texas,Austin,TX
For,SB 277,Bradford,COL Garry,,Self; United Chamber of Commerce Military Taskforce,Corpus Christi,TX
For,SB 277,Maisel,Gregory,Ret.,Self; United Chamber of Commerce Military Facilities Task Force,Corpus Christi,TX
For,SB 277,Martinez-Gouhier,Carine,Foundation),Texas Public Policy Foundation,Austin,TX
For,SB 277,Tagliabue,Tom,Relations,City of Corpus Christi,Corpus Christi,TX
Against,SB 277,Clark,Jeffrey,President,The Wind Coalition,Austin,TX
Against,SB 277,Reed,Cyrus,director,,Austin,TX
Against,SB 277,Steubing,Dru,Development,Apex Clean Energy,Boerne,TX
Against,SB 277,Woodson,Patrick,,E on climate and renewables,Austin,TX
On,SB 277,Branum,Mike,Liaison,"United States Navy, Texas Commanders Council",Fort Worth,TX
On,SB 277,Graf,Keith,TMPC,Office of the Governor,Austin,TX
On,SB 277,Manning,Matthew,Col,"Sheppard AFB, USAF",Sheppard afb,TX
On,SB 277,Wood,Robert,,Comptroller,Austin,TX
For,SB 277,Cuellar,Guadalupe,Attorney,City of El Paso,El Paso,TX
Against,SB 277,Carter,Janis,,Avangrid,Austin,TX
Against,SB 277,Cooper,Kevin,,TriGlobal Energy,Austin,TX
Against,SB 277,Foster,David,Director,Clean Water Action,Austin,TX
Against,SB 277,Greimel-Garza,Sofia,,Environment Texas,Austin,TX
Against,SB 277,Jewell,Michael,,Pattern Energy,Austin,TX
Against,SB 277,Kaplan,Alex,,Self; Public Citizen,Austin,TX
Against,SB 277,Knox,Ryan,,Self,Austin,TX
Against,SB 277,Mcclellan,Suzi,,EDF Renewable Energy,Austin,TX
Against,SB 277,Mcclellan,Suzi,,AES,Austin,TX
Against,SB 277,Selinger,Kimmi,,Lncoln Clean Energy,Austin,TX
Against,SB 277,Sloan,Susan,Policy,American Wind Energy Association,Austin,TX
Against,SB 277,Stover,Mark,Energy,Apex Clean Energy,Austin,TX
Against,SB 277,Wright,Eric,,EDPR,Austin,TX
Against,SB 277,Zerrenner,Kate,Initiatives,Environmental Defense Fund,Austin,TX
For,SB 278,Cehand,Kayla,Coordinator,Emergency Nurses Association,Belton,TX
For,SB 278,,,,"Texas Pediatric Society, TMA, Texas Children's Hospital, & Texas Public Health Coalition",Houston,TX
For,SB 278,Williams,Stewart,Manager,Dell Children's Medical Center,Austin,TX
For,SB 278,Aghamalian,Brandon,Consultant,City of Grand Prairie,Grand Prairie,TX
For,SB 278,Alvarado,Aidan,,Self,Laredo,TX
For,SB 278,Amzalez,Sara,Policy,Texas Hospital Association,Austin,TX
For,SB 278,Arnold,Ellen,Lobbyist,Texas PTA,Austin,TX
For,SB 278,Campbell,Cassandra,Services,Emergency Nurses Association,Temple,TX
For,SB 278,Campbell,Drew,Consultant,Alliance of Automobile Manufacturers,Washington,DC
For,SB 278,Carlson,Johnna,,Texas Children's Hospital,Houston,TX
For,SB 278,Cates,Andrew,Counsel,Texas Nurses Association,Austin,TX
For,SB 278,Chatelle,Melody,Consultant,Self,Austin,TX
For,SB 278,Courtney,Jenna,,Texas College of Emergency Physicians,Austin,TX
For,SB 278,DeBower,Courtney,,Self,Austin,TX
For,SB 278,Deshields,Glenn,Director,Texas State Association of Fire Fighters,Austin,TX
For,SB 278,Hinkle,Dan,,Texas Academy of Family Physicians,Sugar Land,TX
For,SB 278,Holheauser,Craig,,Texas EMS Alliance,Austin,TX
For,SB 278,O'Ryan,Anne,Advocate,AAA Texas,Austin,TX
For,SB 278,Phenix,Billy,,Allstate Insurance Company,Austin,TX
For,SB 278,Singleton,Betsy,Ms,League of Women Voters of Texas,San Marcos,TX
For,SB 278,Smith,Arianna,Texas,Combined Law Enforcement Associations of Texas (CLEAT),Austin,TX
For,SB 278,Solis,Eddie,,City of Arlington,Austin,TX
For,SB 278,Solis,Rolando,,Self,Laredo,TX
For,SB 278,Thurston,James,Policy,United Ways of Texas,Austin,TX
For,SB 278,Townsend,Paul,Policy,Children's Hospital Association of Texas,Austin,TX
For,SB 278,Welsh,Dinah,CEO,"Texas EMS, Trauma & Acute Care Foundation",Austin,TX
For,SB 278,Yarbrough,Brian,Attorney,Nationwide Insurance,Austin,TX
For,SB 286,King,Jerry,College,Trinity Valley Community College,Athens,TX
For,SB 291,Barringer,Maisie,Lawyer,Crime Victim,Houston,TX
For,SB 291,Ogg,Kim,Attorney,Harris County District Attorney's Office,Houston,TX
Against,SB 291,Hoyle,Michael,Chief,Bexar County Criminal District Attorney,San Antonio,TX
Against,SB 291,Vasquez-Gardner,Juanita,Attorney,Bexar County District Attorney,San Antonio,TX
For,SB 291,Elkin,Bill,Director,Houston Police Retired Officers Association,Houston,TX
For,SB 291,Kivela,Anthony,Member,Houston Police Retired Officers Association,Houston,TX
For,SB 291,Lane,Bill,Attorney,Self,Azle,TX
For,SB 292,Almeida,M Connie,Dr,Self; Fort bend county,Richmond,TX
For,SB 292,Hansch,Greg,Illness,Self; National Alliance on Mental Illness (NAMI) Texas,Austin,TX
For,SB 292,Hicks,Regenia,diversio,Harris county judges office,Houston,TX
For,SB 292,Johnson,Lee,Director,Texas Council of Community Centers,Austin,TX
For,SB 292,Keller,Andy,CEO,Meadows Mental Health Policy Institute,Dallas,TX
For,SB 292,Leonhardt,Brandy,President,"Self; Greene Behavioral Health,Inc",Richmond,TX
For,SB 292,Morrison,Richard,,"Self; Green Behavioral Health, Inc",Houston,TX
For,SB 292,Reed,Charles,Affairs,Dallas County Commissioners Court,Dallas,TX
For,SB 292,Soland,Scott,Office,Self; Fort Bend County Sheriff's Office,Richmond,TX
For,SB 292,Arslanian,Maral,Affairs,Texas Association of Goodwill,Austin,TX
For,SB 292,Dodge,Megan,,City of San Antonio,San Antonio,TX
For,SB 292,Gonzalez,Sara,policy,Texas Hospital Association,Austin,TX
For,SB 292,Green,Joseph,,Travis County Commissioners Court,Austin,TX
For,SB 292,Gruene,Katija   Secretary,Secretary,Self; Green Party of Texas,Austin,TX
For,SB 292,Klempner,Cindy,Austin,Self; NAMI Austin,Austin,TX
For,SB 292,Lee,Donald,Director,Texas Conference of Urban Counties,Austin,TX
For,SB 292,Mace,Stephanie,,Self; United Way of Metropolitan Dallas,Dallas,TX
For,SB 292,Mendez,Mark,Administrator,Tarrant County,Ft Worth,TX
For,SB 292,Moorhead,Bee,Impact,Texas Impact,Austin,TX
For,SB 292,Romero,Michelle,,Texas Medical Association,Austin,TX
For,SB 292,Shannon,Melissa,Affairs,Bexar County Commissioners Court,San Antonio,TX
For,SB 292,Short,Jim,Lobbyist,Ft bend county texas,Fulshear,TX
For,SB 292,Simpson,Matt,,ACLU of Texas,Austin,TX
For,SB 292,Singleton,Betsy,,Self; League of Women Voters,TX,TX
For,SB 292,Utzman,Aidan,,United Ways of Texas,Austin,TX
For,SB 292,Warndof,Donna,Relations,Harris County,Houston,TX
For,SB 292,Woomer,Eric,,Texas Federation for Psychiatry,Austin,TX
For,SB 292,Yanas,Christine,Affairs,Methodist Healthcare Ministries,San Antonio,TX
On,SB 292,Lacefield-Lewis,Lauren,healt,The Health And Human Services,Austin,TX
On,SB 293,Bowen,Stuart,General,HHSC Inspector General,Austin,TX
For,SB 293,Calvert,Jess,,Texas Dental Association,Austin,TX
For,SB 293,Johnson,Lee,,Texas Council of Community Centers,Austin,TX
For,SB 293,Mills,Sarah,Affairs,Texas Association for Home Care and Hospice,Austin,TX
On,SB 293,Dsouza,Anita,,HHSC Inspector General,Austin,TX
For,SB 295,Janda,Lucas,CFO,Fast Growth School Coalition and Leander ISD,Leander,TX
For,SB 295,Boyer,Victor,CEO,,,
For,SB 295,Giarratani,Dominic,Director,Texas Association of School Boards,Austin,TX
For,SB 295,Shannon,Melissa,Director,,,
For,SB 297,Jackson,Jimmy,President,Department of Public Safety Officers Association,Austin,TX
For,SB 297,Ingersoll,Deborah,,Texas State Troopers Association,Austin,TX
For,SB 297,Owens,Trey,Analyst,,,
For,SB 297,Smith,Arianna,Affairs,Combined Law Enforcement Associations of Texas,Austin,TX
For,SB 301,Hamill,Joe,,"American Federation of State, County and Municipal Employees",,
For,SB 301,Hiner,Harrison,,Texas State Employees Union,,
Against,SB 301,Hiner,Harrison,,Texas State Employees Union,,
On,SB 301,Johnson,Emily,,Sunset Advisory Commission,,
For,SB 301,Reagan,Katy,Affairs,Texas Public Employees Association,Austin,TX
For,SB 301,Robinson,Robbie,President,Game Warden Peace Officer Association,Corpus Christi,TX
On,SB 301,Hester,I. Craig,Trustees,Employees Retirement System of Texas,Austin,TX
On,SB 301,Johnson,Emily,Analyst,Sunset Commission,Austin,TX
On,SB 301,Jones,Paula,Counsel,Employees Retirement System of Texas,Austin,TX
On,SB 301,Nasr,Danielle,Analyst,Sunset Advisory Commission,Austin,TX
On,SB 301,Tull,Tom,Officer,Employees Retirement System of Texas,Austin,TX
For,SB 302,Adams,Will,Affairs,TTLA,Austin,TX
For,SB 302,Apffel,Trey,Chair,SBOT,League City,TX
For,SB 302,Leal,Gloria,Director,Mexican American Bar Assn. of Texas,Austin,TX
On,SB 302,Edmonds,Shannon,(TDCAA,TDCAA (Texas District and County Attorneys Assn.),Austin,TX
On,SB 302,Hunter,Michelle,Director,State Bar of Texas,Austin,TX
On,SB 302,Robins,Rich,Attorney,Texas Bar Sunset.com,Houston,TX
For,SB 302,Bresnen,Steve,Attorney,Texas Family Law Foundation,Austin,TX
For,SB 302,McCraw,John L. (Lin),President,Lin)   President  (Texas Trial Lawyers Association,Melissa,TX
For,SB 302,Rhodes,Baili,Elect,Texas Young Lawyers Association,College Station,TX
For,SB 302,Tatum,Lisa M.,President,State Bar of Texas,San Antonio,TX
For,SB 302,Vick,Tom,President-Elect,State Bar of Texas,Weatherford,TX
Against,SB 302,Parsley,Lee,Counsel,Texans for Lawsuit Reform,Austin,TX
On,SB 302,Acevedo,Linda,Counsel,State Bar of Texas,Austin,TX
On,SB 302,Molina,Idalia,Citizen,Public,Austin,TX
On,SB 302,Teleki,Katharine,Austin,Sunset Advisory Commission,Austin,TX
On,SB 303,Henricks,Susan,Director,Board of Law Examiners,Austin,TX
On,SB 303,Robins,Rich,Attorney,Texas Bar Sunset.com,Houston,TX
For,SB 303,Leal,Gloria,Director,Mexican American Bar Assoc. of Texas,Austin,TX
On,SB 303,Adelman,Lori,Fitness,Board of Law Examiners,Austin,TX
On,SB 303,Hoang,Nahdiah,Examination,Board of Law Examiners,Austin,TX
For,SB 304,Hemphill,Sheila,,Self; Texas Right To Know,,
For,SB 304,Morgan,William,,Self; Parker University,,
For,SB 304,Pettiet,Devin,,Self; Texas chiropractic association,,
For,SB 304,Rosenbaum,Robert,,Self; Parker University,,
For,SB 304,Whitehead,Todd,,Self; Texas Chiropractic Association,,
On,SB 304,Nash,Carissa,,Sunset,,
For,SB 304,Hemphill,Coleman,,Self; Texas Right to Know,,
For,SB 304,Young,Jerome,,Self,,
For,SB 304,Young,Virginia,,Self,,
For,SB 304,Benton,Craig,Chiropractor,Texas Chiropractor Association,Hampson,TX
For,SB 304,Carpenter,Chad,Member,Texas Chiropractic Association,Boerne,TX
For,SB 304,Morgan,William,University,TCA,Coppell,TX
On,SB 304,Doggett,Wally,President,Texas Association of Acupuncture and Oriental Medicine,Austin,TX
On,SB 304,Finnell,John,Program,Aoma Graduate School of Integrative Medicine,Austin,TX
On,SB 304,Gilbert,Patricia,Director,Texas Board of Chiro Examiners,Austin,TX
On,SB 304,Nash,Carissa,Analyst,Sunset Advisory Commission,Austin,TX
For,SB 312,Horton,Russ,,Self,,
On,SB 312,Bass,James,,Txdot,,
On,SB 312,Tripp,Amy,,Sunset Advisory Commission,,
On,SB 312,Williams,Marc,,Txdot,,
For,SB 312,Hall,Terri,,Self; Texas TURF & Texans for Toll-free Highways,,
For,SB 312,McKnight,Peyton,,American Council of Engineering Companies of Texas,,
For,SB 312,Rove,Karen,,AGC of Texas,,
On,SB 312,Garduno,Lauren,,Txdot,,
On,SB 312,Hale,Bill,,Txdot,,
On,SB 312,Hopmann,Randy,,Txdot,,
For,SB 312,Weisman,John R.,President,Hunter Industries & AGC of Texas,New Braunfels,TX
On,SB 312,Dixon,Don,Engineer,Self,San Antonio,TX
On,SB 312,Hall,Terri,Founder/Director,,San Antonio,TX
On,SB 312,Horton,Russ,Attorney,Self,Austin,TX
On,SB 312,Tripp,Amy,Analyst,Sunset Advisory Commission,Austin,TX
For,SB 312,Campbell,Drew,Director,Dallas Regional Mobility Coalition,Dallas,TX
For,SB 312,Stagner,Steve,Texas,American Council of Engineering Companies of Texas (ACEC Texas),Austin,TX
For,SB 312,Wall,Keith,Regulatory,Center Point Energy,Houston,TX
On,SB 312,Bass,James M.,Director,Texas Department of Transportation,Austin,TX
On,SB 312,Garduno,Lauren,Development,Texas Department of Transportation,Austin,TX
On,SB 312,Hale,Bill,Engineer,Texas Department of Transportation,Austin,TX
On,SB 312,Ragland,Brian,Officer,Texas Department of Transportation,Austin,TX
On,SB 312,Williams,Marc,Director,Texas Department of Transportation,Austin,TX
For,SB 313,Rader,Charles,,Texas society of Periodontists,,
For,SB 313,Reeves,David,,Self,,
For,SB 313,Roberts,Matt,,Texas Dental Association,,
For,SB 313,Shy,Kelly,,Texas Society Oral and Maxillofacial Surgeons,,
For,SB 313,Stone,Brian,,Self; Texas society of oral and maxillofacial surgeons,,
For,SB 313,Worob,Marc,,Texas Academy of General Dentistry,,
On,SB 313,Austin,Steve,,Self,,
On,SB 313,Davis,Julie,,Sunset Advisory Commission,,
On,SB 313,Kirkle,Sarah,,Sunset Advisory Commission,,
On,SB 313,Parker,Kelly,,Tsbde,,
For,SB 313,Bresnen,Steve,,Association of Dental Support Organizations,,
For,SB 313,Capelo,Jaime,,"Texas Periodontist Society, Texas Society of Dentist Anesthesiologists",,
For,SB 313,Loving,Brandy,,Self; Texas Academy of Pediatric Dentistry,,
For,SB 313,Mintz,David,,Texas Academy of General Dentistry,,
For,SB 313,Richardson,Amanda,,Self; Texas Dental Hygienists' Association,,
For,SB 313,Wehmeyer,Mackenna,,Career Colleges and Schools of Texas,,
For,SB 313,Cline,Nancy,council,Texas Dental Hygienists' Association,Blanco,TX
For,SB 313,Dowell,Scott,Doctor,Texas Society of Periodontists,Abilene,TX
For,SB 313,Gonzales,Kelly,Dentist,,Georgetown,TX
For,SB 313,Lorenzana,Eduardo,Dr.,Texas Society of Periodontists,San Antonio,TX
For,SB 313,Orr,Timothy,DMD,Texas Dentist Anesthesiologists,Round Rock,TX
For,SB 313,Plagenhoef,Debbie,President,Texas Society of Anesthesiologists,Austin,TX
For,SB 313,Roberts,Matt,,Texas Dental Association,Crocket,TX
For,SB 313,Woreb,Marc,President,Texas Academy of General Dentistry,Austin,TX
Against,SB 313,Lane,Ronda,Chair,Texas Dental Assistants Association,Irving,TX
On,SB 313,Byrne,Roger,,Texas Society of Oral and Maxillofacial Surgeons,Houston,TX
On,SB 313,Parker,Kelly,director,Texas state board of dental examiners,Austin,TX
On,SB 313,Waggoner,Mark,DDS,also providing written testimony)  (Self,Plano,TX
For,SB 313,Bresnen,Steve,Attorney,Association of Dental Support Organizations,Austin,TX
For,SB 314,Lucas,Tommy,Chair,Texas Optometric Association,Killeen,TX
For,SB 314,Avery,Brenda,Director,Texas Optometric Assoc,Austin,TX
For,SB 315,Claunch,Dave,,Texas Lyme Disease Association,,
For,SB 315,,,,Self; Texas Lyme Disease Association,Austin,TX
Against,SB 315,Bauer,Kristina,Mom,Self; Ntx Lyme Group,Richardson,TX
On,SB 315,Hemphill,Coleman,,Self; Texas Right To Know,Brady,TX
On,SB 315,Hemphill,Sheila,,Self; Texas Right To Know,Brady,TX
On,SB 315,,,,Self,Lakeway,TX
For,SB 315,Belcher,Nora,Director,Texas e-Health Alliance,Austin,TX
For,SB 315,Henneke,Dee,,Self,Leander,TX
For,SB 315,Mitias,Marcus,Director,Texas Health Resources,Arlington,TX
For,SB 315,Parkinson,Thomas,,Self,San Antonio,TX
For,SB 315,Tomlinson,Maxcine,Relations,Texas New Mexico Hospice Organization,Austin,TX
On,SB 315,Fajardo,Erick,Commission,Sunset Advisory Commission (staff),Austim,TX
On,SB 315,Freshour,Scott,Director,Texas Medical Board,Austin,TX
For,SB 316,Patt,Debra,,Texas Oncology,,
For,SB 316,Weiss,Stephanie,,Self; Shatterproof,,
Against,SB 316,Carter,Nancy,,Self,,
