FullText,Position,Bill,LastName,FirstName,Role,Organization,City,State
"Weir, Debbie (Mothers Against Drunk Driving (MADD))",For,HB 2089,Weir,Debbie,(Mothers Against Drunk Driving,Mothers Against Drunk Driving (MADD),,
"Wood, Justin (Travis County District Attorney)",For,HB 2089,Wood,Justin,,Travis County District Attorney,,
"Ives, Clint (Self; Victoria County)",For,HB 2092,Ives,Clint,,Self; Victoria County,,
"Lewis, David (Self)",For,HB 2092,Lewis,David,,Self,,
"Magee, Eric (County Judges and Commissioners Association of Texas)",For,HB 2092,Magee,Eric,,County Judges and Commissioners Association of Texas,,
"Schneider, Robin (Self; Texas Campaign for the Environment)",For,HB 2092,Schneider,Robin,,Self; Texas Campaign for the Environment,,
"Simons, Dorothy (Self)",For,HB 2092,Simons,Dorothy,,Self,,
"Birch, Erich (Self)",Against,HB 2092,Birch,Erich,,Self,,
"Earhart, Stephen (Self)",Against,HB 2092,Earhart,Stephen,,Self,,
"Mayfield, Carter (Self)",Against,HB 2092,Mayfield,Carter,,Self,,
"Mayfield, Jess L (Self)",Against,HB 2092,Mayfield,Jess L,L,Self,,
"Salzman, George (Self; City of LaCoste)",Against,HB 2092,Salzman,George,,Self; City of LaCoste,,
"Galindo, David (TCEQ)",On,HB 2092,Galindo,David,,TCEQ,,
"Cooke, Heather (Water Environment Association of Texas (WEAT), Texas Association of Clean Water Agencies (TACWA))",For,HB 2092,Cooke,Heather,(Water Environment Association of Texas,Water Environment Association of Texas (WEAT,,
"Dobbs, Andrew (Texas Campaign for the Environment)",For,HB 2092,Dobbs,Andrew,,Texas Campaign for the Environment,,
"Embrey, Ty (Water Environment Association of Texas)",For,HB 2092,Embrey,Ty,,Water Environment Association of Texas,,
"Foster, David (Clean Water Action)",For,HB 2092,Foster,David,,Clean Water Action,,
"Lee, Donald (Texas Conference of Urban Counties)",For,HB 2092,Lee,Donald,,Texas Conference of Urban Counties,,
"Mendez, Mark (Tarrant County)",For,HB 2092,Mendez,Mark,,Tarrant County,,
"Peace, Annalisa (Greater Edwards Aquifer Alliance)",For,HB 2092,Peace,Annalisa,,Greater Edwards Aquifer Alliance,,
"Reed, Cyrus (Lone star chapter sierra club)",For,HB 2092,Reed,Cyrus,,Lone star chapter sierra club,,
"Skaggs, Jason (Texas and Southwestern Cattle Raisers Association)",For,HB 2092,Skaggs,Jason,,Texas and Southwestern Cattle Raisers Association,,
"Thompson, Rick (Texas Association of Counties)",For,HB 2092,Thompson,Rick,,Texas Association of Counties,,
"Fowler, Perry (Self)",Against,HB 2092,Fowler,Perry,,Self,,
"Minick, Stephen (Texas Asssociation of Business)",Against,HB 2092,Minick,Stephen,,Texas Asssociation of Business,,
"Fisher, Tracy (Self; Tasb)",For,HB 2093,Fisher,Tracy,,Self; Tasb,,
"Broughal, Christine (Self; Texans for Special Education Reform)",For,HB 2093,Broughal,Christine,,Self; Texans for Special Education Reform,,
"Masey, Chris (Self)",For,HB 2093,Masey,Chris,,Self,,
"Belew, Kara (Texas Education Agency)",On,HB 2093,Belew,Kara,,Texas Education Agency,,
"Dowdy Sr, Sam (Self)",For,HB 2095,Dowdy Sr,Sam,,Self,,
"Aguilar, Leonard (Texas Building Trades)",For,HB 2095,Aguilar,Leonard,,Texas Building Trades,,
"Dover, Alicia (Associated Plumbing-Heating-Cooling Contractors of Texas)",For,HB 2095,Dover,Alicia,,Associated Plumbing-Heating-Cooling Contractors of Texas,,
"Lara, Rene (Texas AFL-CIO)",For,HB 2095,Lara,Rene,,Texas AFL-CIO,,
"Peeler, Robert (Texas Plumbing, Mechanical and Air Conditioning Association)",For,HB 2095,Peeler,Robert,,"Texas Plumbing, Mechanical and Air Conditioning Association",,
"Dowdy, Sam   Business Owner  (Self) , Thrall, TX",For,HB 2095,Dowdy,Sam,Business Owner,Self,Thrall,TX
"Aguilar, Leonard    (Texas Building Trades), Austin Tx, TX",For,HB 2095,Aguilar,Leonard,,Texas Building Trades,Austin Tx,TX
"Dover, Alicia   Executive Director  (Associated Plumbing-Heating-Cooling Contractors of Texas), Buda, TX",For,HB 2095,Dover,Alicia,Executive Director,Associated Plumbing-Heating-Cooling Contractors of Texas,Buda,TX
"Lamb, Jon (Self; Texas Craft Brewers Guild)",On,HB 2097,Lamb,Jon,,Self; Texas Craft Brewers Guild,,
"Donley, Rick (The Beer Alliance of Texas)",For,HB 2097,Donley,Rick,,The Beer Alliance of Texas,,
"Graham, Thomas (Texas Alcoholic Beverage Commission)",On,HB 2097,Graham,Thomas,,Texas Alcoholic Beverage Commission,,
"Abbott, Alexandria    (Self) , Austin, TX",For,HB 2097,Abbott,Alexandria,,Self,Austin,TX
"Cartwright, Amy   President  (Self; Independence Brewing Co.), Austin, TX",For,HB 2097,Cartwright,Amy,President,Self; Independence Brewing Co.,Austin,TX
"Davis, Doug   Vice President  (Wholesale Beer Distributors of Texas), Austin, TX",For,HB 2097,Davis,Doug,Vice President,Wholesale Beer Distributors of Texas,Austin,TX
"Donley, Rick   President  (The Beer Alliance of Texas), Austin, TX",For,HB 2097,Donley,Rick,President,The Beer Alliance of Texas,Austin,TX
"Dow, Jim    (Self; Texas Craft Brewers Guild), Austin, TX",For,HB 2097,Dow,Jim,,Self; Texas Craft Brewers Guild,Austin,TX
"Garcia, Sheila   Director of Sales & Marketing  (Self) , Austin, TX",For,HB 2097,Garcia,Sheila,Director of Sales & Marketing,Self,Austin,TX
"Gardner, Zachary   Head Brewer  (Self; Red Horn Coffee House & Brewing Co / Texas Craft Brewers Guild), Cedar Park, TX",For,HB 2097,Gardner,Zachary,Head Brewer,Self; Red Horn Coffee House & Brewing Co / Texas Craft Brewers Guild,Cedar Park,TX
"Homer, Mark    (Self; Texas craft Brewers Guild), Austin, TX",For,HB 2097,Homer,Mark,,Self; Texas craft Brewers Guild,Austin,TX
"Mall, Brad   Owner, Oak Highlands Brewery  (Self) , Dallas, TX",For,HB 2097,Mall,Brad,"Owner, Oak Highlands Brewery",Self,Dallas,TX
"Mccauley, Ronda    (Self) , Tx, TX",For,HB 2097,Mccauley,Ronda,,Self,Tx,TX
"Nease, Nelson    (Texas Craft Brewers Guild), Austin, TX",For,HB 2097,Nease,Nelson,,Texas Craft Brewers Guild,Austin,TX
"Nemecek, Alfred    (Self) , Pflugerville, TX",For,HB 2097,Nemecek,Alfred,,Self,Pflugerville,TX
"Orf, Christopher    (Self) , Austin, TX",For,HB 2097,Orf,Christopher,,Self,Austin,TX
"Spilman, Tom   Executive Vice President  (Wholesale Beer Distributors of Texas), Austin, TX",For,HB 2097,Spilman,Tom,Executive Vice President,Wholesale Beer Distributors of Texas,Austin,TX
"Urrabazo, JP    (The Beer Alliance of Texas), Austin, TX",For,HB 2097,Urrabazo,JP,,The Beer Alliance of Texas,Austin,TX
"Vallhonrat, Charles   Executive Director  (Self; Texas Craft Brewers Guild), Cypress, TX",For,HB 2097,Vallhonrat,Charles,Executive Director,Self; Texas Craft Brewers Guild,Cypress,TX
"Vicic, Luke    (Self; Texas craft brewers guild), Austin, TX",For,HB 2097,Vicic,Luke,,Self; Texas craft brewers guild,Austin,TX
"Graham, Thomas   Director of Marketing Practices  (Texas Alcoholic Beverage Commission), Austin, TX",On,HB 2097,Graham,Thomas,Director of Marketing Practices,Texas Alcoholic Beverage Commission,Austin,TX
"Donley, Rick (The Beer Alliance of Texas)",For,HB 2098,Donley,Rick,,The Beer Alliance of Texas,,
"Spilman, Tom (Wholesale Beer Distributors of Texas)",For,HB 2098,Spilman,Tom,,Wholesale Beer Distributors of Texas,,
"Graham, Thomas (Texas Alcoholic Beverage Commission)",On,HB 2098,Graham,Thomas,,Texas Alcoholic Beverage Commission,,
"Abbott, Alexandria    (Self) , Austin, TX",For,HB 2098,Abbott,Alexandria,,Self,Austin,TX
"Davis, Doug   Vice President  (Wholesale Beer Distributors of Texas), Austin, TX",For,HB 2098,Davis,Doug,Vice President,Wholesale Beer Distributors of Texas,Austin,TX
"Donley, Rick   President  (The Beer Alliance of Texas), Austin, TX",For,HB 2098,Donley,Rick,President,The Beer Alliance of Texas,Austin,TX
"Galligan, Robert    (Self; Texas Craft Brewers Guild), Austin, TX",For,HB 2098,Galligan,Robert,,Self; Texas Craft Brewers Guild,Austin,TX
"Garcia, Sheila   Director of Sales & Marketing  (Self) , Austin, TX",For,HB 2098,Garcia,Sheila,Director of Sales & Marketing,Self,Austin,TX
"Gardner, Zachary   Head Brewer  (Self; Red Horn Coffee House & Brewing Co / Texas Craft Brewers Guild), Cedar Park, TX",For,HB 2098,Gardner,Zachary,Head Brewer,Self; Red Horn Coffee House & Brewing Co / Texas Craft Brewers Guild,Cedar Park,TX
"Homer, Mark    (Self; Texas craft Brewers Guild), Austin, TX",For,HB 2098,Homer,Mark,,Self; Texas craft Brewers Guild,Austin,TX
"Nease, Nelson    (Texas Craft Brewers Guild), Austin, TX",For,HB 2098,Nease,Nelson,,Texas Craft Brewers Guild,Austin,TX
"Nemecek, Alfred    (Self) , Pflugerville, TX",For,HB 2098,Nemecek,Alfred,,Self,Pflugerville,TX
"Orf, Christopher    (Self) , Austin, TX",For,HB 2098,Orf,Christopher,,Self,Austin,TX
"Spilman, Tom   Executive Vice President  (Wholesale Beer Distributors of Texas), Austin, TX",For,HB 2098,Spilman,Tom,Executive Vice President,Wholesale Beer Distributors of Texas,Austin,TX
"Urrabazo, JP    (The Beer Alliance of Texas), Austin, TX",For,HB 2098,Urrabazo,JP,,The Beer Alliance of Texas,Austin,TX
"Vallhonrat, Charles   Executive Director  (Self; Texas Craft Brewers Guild), Cypress, TX",For,HB 2098,Vallhonrat,Charles,Executive Director,Self; Texas Craft Brewers Guild,Cypress,TX
"Vicic, Luke    (Self; Texas craft brewers guild), Austin, TX",For,HB 2098,Vicic,Luke,,Self; Texas craft brewers guild,Austin,TX
"Graham, Thomas   Director of Marketing Practices  (Texas Alcoholic Beverage Commission), Austin, TX",On,HB 2098,Graham,Thomas,Director of Marketing Practices,Texas Alcoholic Beverage Commission,Austin,TX
"Cooper, Jason (Brookshire Grocery Company)",For,HB 2101,Cooper,Jason,,Brookshire Grocery Company,,
"Kaplan, Roger (Self)",For,HB 2101,Kaplan,Roger,,Self,,
"Gessner, John (Self; Front Burner Restaurants, LP)",For,HB 2101,Gessner,John,,"Self; Front Burner Restaurants, LP",,
"Hamilton, Mike (Self; Brinkr international)",For,HB 2101,Hamilton,Mike,,Self; Brinkr international,,
"Nease, Nelson (Texas Craft Brewers Guild)",For,HB 2101,Nease,Nelson,,Texas Craft Brewers Guild,,
"Sheer, Jim (Texas Retailers Association)",For,HB 2101,Sheer,Jim,,Texas Retailers Association,,
"Sullivan, Brian (Texas Hotel & Lodging Association)",For,HB 2101,Sullivan,Brian,,Texas Hotel & Lodging Association,,
"Wilkes, Morris (United Supermarkets)",For,HB 2101,Wilkes,Morris,,United Supermarkets,,
"Wynn, Monty (Texas Municipal League)",For,HB 2101,Wynn,Monty,,Texas Municipal League,,
"Harrison, Amy (Texas Alcoholic Beverage Commission)",On,HB 2101,Harrison,Amy,,Texas Alcoholic Beverage Commission,,
"Besserman, Kenneth   General Counsel  (Texas Restaurant Assn), Austin, TX",For,HB 2101,Besserman,Kenneth,General Counsel,Texas Restaurant Assn,Austin,TX
"Dow, Jim    (Texas Craft Brewers Guild), Austin, TX",For,HB 2101,Dow,Jim,,Texas Craft Brewers Guild,Austin,TX
"Sheer, Jim   Vice President of Government Relations  (Texas Retailers Association), Austin, TX",For,HB 2101,Sheer,Jim,Vice President of Government Relations,Texas Retailers Association,Austin,TX
"Spilman, Annie   Legislative director  (National Federation of Independent Business/Texas), Austin, TX",For,HB 2101,Spilman,Annie,Legislative director,National Federation of Independent Business/Texas,Austin,TX
"Wilkes, Morris    (United Supermarkets), Lubbock, TX",For,HB 2101,Wilkes,Morris,,United Supermarkets,Lubbock,TX
"Harrison, Amy   Director of Licensing  (Texas Alcoholic Beverage Commission), Austin, TX",On,HB 2101,Harrison,Amy,Director of Licensing,Texas Alcoholic Beverage Commission,Austin,TX
"Wilson, Martin   Assistant General Counsel  (Texas Alcoholic Beverage Commission), Austin, TX",On,HB 2101,Wilson,Martin,Assistant General Counsel,Texas Alcoholic Beverage Commission,Austin,TX
"Adinoff, Bryon (Self)",For,HB 2107,Adinoff,Bryon,,Self,,
"Bass, David (Self)",For,HB 2107,Bass,David,,Self,,
"Bennett, Mary Kate (Self)",For,HB 2107,Bennett,Mary Kate,Kate,Self,,
"Benouis, Ian (Self)",For,HB 2107,Benouis,Ian,,Self,,
"Berard, Amanda (Self)",For,HB 2107,Berard,Amanda,,Self,,
"Bonin, Cara (Self; Houston NORML)",For,HB 2107,Bonin,Cara,,Self; Houston NORML,,
"Brooks, Dawn (Self)",For,HB 2107,Brooks,Dawn,,Self,,
"Carrasco, John David (Self; Texas Democratic Party Cannabis Caucus Chair, Hispanic Chamber of Commerce, Team Alexis)",For,HB 2107,Carrasco,John David,David,"Self; Texas Democratic Party Cannabis Caucus Chair, Hispanic Chamber of Commerce, Team Alexis",,
"Carriker, Terri (Self)",For,HB 2107,Carriker,Terri,,Self,,
"Cheney, Meagan (Self)",For,HB 2107,Cheney,Meagan,,Self,,
"Crook, Keith (Self)",For,HB 2107,Crook,Keith,,Self,,
"Currie, Timothy (Self)",For,HB 2107,Currie,Timothy,,Self,,
"Delaney, John (Self)",For,HB 2107,Delaney,John,,Self,,
"Deuvall, Clifford (Self; NORML of Waco Inc.)",For,HB 2107,Deuvall,Clifford,,Self; NORML of Waco Inc.,,
"Diangelis, Memphis (Self; Cannacp.com)",For,HB 2107,Diangelis,Memphis,,Self; Cannacp.com,,
"Dias, Constance (Self)",For,HB 2107,Dias,Constance,,Self,,
"Dorval, Frank (Self)",For,HB 2107,Dorval,Frank,,Self,,
"Espinoza, Eric (Self)",For,HB 2107,Espinoza,Eric,,Self,,
"Farley, Terri (Self)",For,HB 2107,Farley,Terri,,Self,,
"Fawell, Amy (Self; MAMMA)",For,HB 2107,Fawell,Amy,,Self; MAMMA,,
"Fawell, Amy (Self; MAMMA)",For,HB 2107,Fawell,Amy,,Self; MAMMA,,
"Gray, Kathleen (Self; Patient Allinance for Cannabis Theraputics)",For,HB 2107,Gray,Kathleen,,Self; Patient Allinance for Cannabis Theraputics,,
"Harding, Romana (Self)",For,HB 2107,Harding,Romana,,Self,,
"Harmon, Rebecca (Self)",For,HB 2107,Harmon,Rebecca,,Self,,
"Harper-Madison, Natasha (Self)",For,HB 2107,Harper-Madison,Natasha,,Self,,
"Hays, Susan (GB Sciences, Inc.)",For,HB 2107,Hays,Susan,,"GB Sciences, Inc.",,
"Jackson, Dr. Elias (Self; Vyripharm Biopharmaceuticals)",For,HB 2107,Jackson,Dr.,,Self; Vyripharm Biopharmaceuticals,,
"King, Amy (Self; Texas Transplants for Medical Rights and Access)",For,HB 2107,King,Amy,,Self; Texas Transplants for Medical Rights and Access,,
"Liedecke, Cecilia (Self)",For,HB 2107,Liedecke,Cecilia,,Self,,
"Lindeen, Piper (Self)",For,HB 2107,Lindeen,Piper,,Self,,
"Linley, Jordan (Self)",For,HB 2107,Linley,Jordan,,Self,,
"Linley, Jordan (Self)",For,HB 2107,Linley,Jordan,,Self,,
"Marks, Robert (Self)",For,HB 2107,Marks,Robert,,Self,,
"Martinez, April (Self)",For,HB 2107,Martinez,April,,Self,,
"Mayes, Glen (Self)",For,HB 2107,Mayes,Glen,,Self,,
"Mazziotti, Gretchen (American Medicinal Botanical Association)",For,HB 2107,Mazziotti,Gretchen,,American Medicinal Botanical Association,,
"Mazziotti, Gretchen (Self; American Medicinal Botanical Association)",For,HB 2107,Mazziotti,Gretchen,,Self; American Medicinal Botanical Association,,
"Mcfarland, Jane (Self; League of women voters TX)",For,HB 2107,Mcfarland,Jane,,Self; League of women voters TX,,
"Mehler, Daniel (Self; Texas Association of Cannabis Lawyers)",For,HB 2107,Mehler,Daniel,,Self; Texas Association of Cannabis Lawyers,,
"Moore, Brandon (Self; Texas Young Republican Federation)",For,HB 2107,Moore,Brandon,,Self; Texas Young Republican Federation,,
"Morgan, Katharine (Self)",For,HB 2107,Morgan,Katharine,,Self,,
"Oldums, Lena (Self)",For,HB 2107,Oldums,Lena,,Self,,
"Oldums, Lena (Self)",For,HB 2107,Oldums,Lena,,Self,,
"Powell, Audrey (Self; MAMMA)",For,HB 2107,Powell,Audrey,,Self; MAMMA,,
"Raines, Joshua (Self)",For,HB 2107,Raines,Joshua,,Self,,
"Rector, Kathleen D. (Self)",For,HB 2107,Rector,Kathleen,D.,Self,,
"Reeves, Karen (Self; CenTex Community Outreach)",For,HB 2107,Reeves,Karen,,Self; CenTex Community Outreach,,
"Rineker, Cherie (Self)",For,HB 2107,Rineker,Cherie,,Self,,
"Rineker, Shawn (Self)",For,HB 2107,Rineker,Shawn,,Self,,
"Shelley, William (Self)",For,HB 2107,Shelley,William,,Self,,
"Walker, Michelle (Self; MAMMA)",For,HB 2107,Walker,Michelle,,Self; MAMMA,,
"Zamhariri, Daryoush (Self)",For,HB 2107,Zamhariri,Daryoush,,Self,,
"Zapinski, Laurie (Self)",For,HB 2107,Zapinski,Laurie,,Self,,
"Zartler, Mark (Self)",For,HB 2107,Zartler,Mark,,Self,,
"Ziburkus, Jokubas (Self; Canntelligence (Cannabinoid Intelligence))",For,HB 2107,Ziburkus,Jokubas,(Self; Canntelligence,Self; Canntelligence (Cannabinoid Intelligence),,
"Hurley, Richard (Self; Texas Pain Society)",Against,HB 2107,Hurley,Richard,,Self; Texas Pain Society,,
"Hurley, Richard (Self; Texas Pain Society)",Against,HB 2107,Hurley,Richard,,Self; Texas Pain Society,,
"Hurley, Richard (Self; Texas Pain Society)",Against,HB 2107,Hurley,Richard,,Self; Texas Pain Society,,
"Abba, Ana Maria (Self)",For,HB 2107,Abba,Ana Maria,Maria,Self,,
"Abba, Ana Maria (MAMMA)",For,HB 2107,Abba,Ana Maria,Maria,MAMMA,,
"Aldridge, Christine (Self; MAMMA USA)",For,HB 2107,Aldridge,Christine,,Self; MAMMA USA,,
"Baez, Veronica (MAMMA)",For,HB 2107,Baez,Veronica,,MAMMA,,
"Bass, Catherine (Self)",For,HB 2107,Bass,Catherine,,Self,,
"Bearden, Chase (Coalition of Texans with Disabilities)",For,HB 2107,Bearden,Chase,,Coalition of Texans with Disabilities,,
"Benestante, Jacquie (Self; Autism Society of Texas)",For,HB 2107,Benestante,Jacquie,,Self; Autism Society of Texas,,
"Benton, Tammy (Self)",For,HB 2107,Benton,Tammy,,Self,,
"Berry, Mason (Self)",For,HB 2107,Berry,Mason,,Self,,
"Bezant, Preston (Self)",For,HB 2107,Bezant,Preston,,Self,,
"Blanton, Wendy (Self)",For,HB 2107,Blanton,Wendy,,Self,,
"Borel, Dennis (Coalition of Texans with Disabilities)",For,HB 2107,Borel,Dennis,,Coalition of Texans with Disabilities,,
"Branch, Debbie (Self; MAMMA)",For,HB 2107,Branch,Debbie,,Self; MAMMA,,
"Buster, Loretta (Self)",For,HB 2107,Buster,Loretta,,Self,,
"Calleros, Christina (Self)",For,HB 2107,Calleros,Christina,,Self,,
"Cantu, Carlos (Self)",For,HB 2107,Cantu,Carlos,,Self,,
"Cates, Andrew (Texas Nurses Association)",For,HB 2107,Cates,Andrew,,Texas Nurses Association,,
"Condra, Tahj (Self)",For,HB 2107,Condra,Tahj,,Self,,
"Coombe, Diane (Self; MAMMA (Mothers Advocating Medical Marijuana for Autism))",For,HB 2107,Coombe,Diane,(Self; MAMMA,Self; MAMMA (Mothers Advocating Medical Marijuana for Autism),,
"Cortez, Sonia (Mamma usa)",For,HB 2107,Cortez,Sonia,,Mamma usa,,
"Davis, Noelle (Self)",For,HB 2107,Davis,Noelle,,Self,,
"Delanghe, Wayne (Self)",For,HB 2107,Delanghe,Wayne,,Self,,
"Edwards, Cee (Self)",For,HB 2107,Edwards,Cee,,Self,,
